,documentId,language,title,description,context,topic,hints,solutionSteps,replacements,resource,sampleSolutions,stepifier,word_count
2250,7d2nAk0XyGQ7YM4Wuy6eQN,DE,r_09a1d046_6794_4b2a_a444_ad4e63ec5d92_1,Nennen Sie die Merkmale einer harmonischen Schwingung.,"  In unserer Umwelt beobachten wir häufig Vorgänge, die sich wiederholen, z.B. die Bewegung einer Schaukel oder eines Uhrpendels, eines Bungee-Springers, einer klingenden Gitarrensaite.   Gleichartige Bewegungsabläufe, bei denen sich die Richtung immer wieder umkehrt und die sich nach einer bestimmten Zeit wiederholen, heißen Schwingungen . Schwingungsfähige Systeme bezeichnet man als Oszillatoren . Die Schwingung erfolgt zwischen zwei Umkehrpunkten. Oft gibt es einen ausgezeichneten Punkt, der Gleichgewichts- oder Ruhelage heißt. Die momentane Entfernung von der Ruhelage heißt Auslenkung s oder Elongation s . Ihren Maximalwert bezeichnet man als Amplitude s M . Bei real ablaufenden Schwingungen nimmt die Amplitude in der Regel ab, die Bewegung hört nach einer gewissen Zeit auf. Es liegt eine gedämpfte Schwingung vor. Idealisiert man die Bewegung und nimmt eine konstante Amplitude an, so spricht man von einer ungedämpften Schwingung . Eine solche idealisierte Schwingung kann man sich als ständige Wiederholung eines Bewegungsabschnittes, einer Periode , vorstellen. Die dafür benötigte Zeitdauer bezeichnet man als Periodendauer T . Der Quotient f = 1 T heißt Frequenz und gibt die Anzahl der Perioden in einer Sekunde an. Zu Ehren von Heinrich Hertz (1857 – 1894) heißt die Einheit der Frequenz 1 Hertz (Hz): 1 H z = 1 s . Bewegungen die sich auf diese Weise beschreiben lassen, nennt man periodische Bewegungen . Das t - s -Diagramm der idealisierten Schwingung eines Oszillators ist eine Sinuskurve, die bei geeigneter Wahl des Koordinatensystems durch den Ursprung verläuft. Solche Bewegungen heißen harmonische Schwingungen . Ihr Graph wird durch die Gleichung s t = s M · sin ω · t beschrieben. Dabei ist s M die konstante Amplitude, ω ein Faktor mit der Einheit 1 s , sodass ω · t ein Zahlenwert ist, der als Winkel im Bogenmaß interpretiert werden kann. Dieser Winkel heißt Phase der Schwingung. Zu Beginn, d.h. für s 0 = 0 , bewegt sich der Oszillator aufwärts. Nach einer Periode passiert er mit s T = s M · sin ω · T = 0 bei der Aufwärtsbewegung erneut die Ruhelage. Also muss ω · T = 2 π sein. Die Steigung im t - s -Diagramm liefert zu jedem Zeitpunkt die Geschwindigkeit v ( t ) : v t = v M · cos ω · t Aus der Steigung dieses t - v -Graphen ergibt sich die Beschleunigung a ( t ) : a t = a M · sin ω · t Messungen zeigen, dass für die maximale Geschwindigkeit bzw. Beschleunigung gilt: v M = ω · s M und a M = ω · v M = ω 2 ⋅ s M   Schwingungen, deren t - s -Diagramm durch eine Sinuskurve beschrieben wird, heißen harmonische Schwingungen. Für sie gelten folgende Bewegungsgesetze: s t = s M · sin ω · t mit ω = 2 π T v t = v M ⋅ cos ω · t mit v M = ω · s M α t = - α M · sin ω · t mit α M = ω · v M = ω 2 · s M ",,[],[],,,"['"" Eine harmonische Schwingung liegt dann vor, wenn das zugehörige t - s -Diagramm eine Sinuskurve ist. ""']",SENTENCE,7
2253,zhUY1CRUTt5J9eLf8anEr,EN,"You, your family and your friends","Make six sentences about yourself, your family and your friends.- I / My brother / sister / mum / dad / friend / My friends- (not) go to (not) like (not) have (not) watch (not) play (not) get up early- the park, the shops, …- cats, dogs, spiders, …- a garden, plants in my room, …- films and videos about animals computer games, football, …- every weekend at the weekend every day …",,,[],['None'],,,"['"" I go to / I don’t go to the park every weekend. ""']",SENTENCE,73
2256,i8vFB5WmFh980MdlzNzvo,EN,Test open task,"Use verb ""eat"" in a sentence in the past tense",,,[],[],,,['I ate a chocolate yesterday'],KEYWORD,10
2257,88IiMqzfjZU6Qt32rivyjB,DE,r_68c9f578_b086_4d5f_9ebd_c16bf28bab07_1,Nenne drei unterschiedliche Bewegungsarten.,"  In Zweierreihen stehen die Rennwagen am Start. Gespannt sehen die Rennfahrer auf die Startampel. Bei Grün geht es los. Rennwagen sind sehr schnelle Autos. Man sagt auch: Sie können eine hohe Geschwindigkeit erreichen.   Die Geschwindigkeit Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Geschwindigkeit = Strecke Zeit v = s t Die Geschwindigkeit wird in m s (lies: Meter pro Sekunde) angegeben. Eine andere Einheit für die Geschwindigkeit kennst du von Autos. Dort wird die Einheit km/h (lies: Kilometer pro Stunde) verwendet. Wie du die Einheiten umrechnen kannst, zeigt dir die Grafik.   Auf der Rennstrecke Was passiert beim Start eines Rennens? Die Rennwagen werden beschleunigt. Die Geschwindigkeit wird größer. Dies ist eine beschleunigte Bewegung . Vor der ersten Kurve müssen die Fahrer den Rennwagen abbremsen. Die Geschwindigkeit wird kleiner. Die Rennwagen führen eine verzögerte Bewegung aus. In der Kurve verändert sich die Richtung der Bewegung. Danach folgt oft eine gerade Strecke, auf der die Fahrer den Rennwagen wieder beschleunigen. Höchstgeschwindigkeiten von über 300 km h können auf geraden Streckenabschnitten erreicht werden. Auf geraden Streckenabschnitten bleibt die Geschwindigkeit der Rennwagen gleich. Dies ist eine gleichförmige Bewegung . Die Rennstrecke zwingt die Fahrer, ständig abzubremsen und in die Kurve zu fahren. Beschleunigte Bewegungen, verzögerte Bewegungen, Kurvenfahrten und Streckenabschnitte mit gleichförmiger Bewegung wechseln auf einer Rennstrecke ständig ab.   der Streckenabschnitt der Streckenabschnitt: der Teil einer (Renn-) Strecke   Merke: Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Die Einheit der Geschwindigkeit ist m s oder km h . Bei einer gleichförmigen Bewegung hat ein Körper immer die gleiche Geschwindigkeit. Bei einer Kurvenfahrt ändert sich die Richtung der Bewegung. Wird ein Körper immer schneller, dann führt er eine beschleunigte Bewegung aus. Bei einer verzögerten Bewegung wird die Geschwindigkeit immer kleiner. ",,[],[],,,"['"" Es gibt die gleichförmige Bewegung, die beschleunigte Bewegung, die verzögerte Bewegung und die Kurvenfahrt (Änderung der Bewegungsrichtung). ""']",SENTENCE,4
2258,1snChMsOdf75V9fK5OyP0c,DE,r_60c40b46_8236_4a99_801d_b6e4565fa5f6_1,Ein Auto fährt mit einer Geschwindigkeit von 108 km h . Gib seine Geschwindigkeit in m s an.,"  In Zweierreihen stehen die Rennwagen am Start. Gespannt sehen die Rennfahrer auf die Startampel. Bei Grün geht es los. Rennwagen sind sehr schnelle Autos. Man sagt auch: Sie können eine hohe Geschwindigkeit erreichen.   Die Geschwindigkeit Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Geschwindigkeit = Strecke Zeit v = s t Die Geschwindigkeit wird in m s (lies: Meter pro Sekunde) angegeben. Eine andere Einheit für die Geschwindigkeit kennst du von Autos. Dort wird die Einheit km/h (lies: Kilometer pro Stunde) verwendet. Wie du die Einheiten umrechnen kannst, zeigt dir die Grafik.   Auf der Rennstrecke Was passiert beim Start eines Rennens? Die Rennwagen werden beschleunigt. Die Geschwindigkeit wird größer. Dies ist eine beschleunigte Bewegung . Vor der ersten Kurve müssen die Fahrer den Rennwagen abbremsen. Die Geschwindigkeit wird kleiner. Die Rennwagen führen eine verzögerte Bewegung aus. In der Kurve verändert sich die Richtung der Bewegung. Danach folgt oft eine gerade Strecke, auf der die Fahrer den Rennwagen wieder beschleunigen. Höchstgeschwindigkeiten von über 300 km h können auf geraden Streckenabschnitten erreicht werden. Auf geraden Streckenabschnitten bleibt die Geschwindigkeit der Rennwagen gleich. Dies ist eine gleichförmige Bewegung . Die Rennstrecke zwingt die Fahrer, ständig abzubremsen und in die Kurve zu fahren. Beschleunigte Bewegungen, verzögerte Bewegungen, Kurvenfahrten und Streckenabschnitte mit gleichförmiger Bewegung wechseln auf einer Rennstrecke ständig ab.   der Streckenabschnitt der Streckenabschnitt: der Teil einer (Renn-) Strecke   Merke: Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Die Einheit der Geschwindigkeit ist m s oder km h . Bei einer gleichförmigen Bewegung hat ein Körper immer die gleiche Geschwindigkeit. Bei einer Kurvenfahrt ändert sich die Richtung der Bewegung. Wird ein Körper immer schneller, dann führt er eine beschleunigte Bewegung aus. Bei einer verzögerten Bewegung wird die Geschwindigkeit immer kleiner. ",,[],[],,,"['"" Umrechnung: 108 km h : 3 , 6 = 30 m s Das Auto hat eine Geschwindigkeit von 30 m s . ""']",SENTENCE,18
2259,58tvgazbfjS6jEbUz8kFPP,DE,r_540dadb8_3db8_44c4_84b1_d6dc371dd8a2_1,Ein Fußgänger legt in 10 Sekunden 20 Meter zurück. Gib seine Geschwindigkeit in km/h an.,"  In Zweierreihen stehen die Rennwagen am Start. Gespannt sehen die Rennfahrer auf die Startampel. Bei Grün geht es los. Rennwagen sind sehr schnelle Autos. Man sagt auch: Sie können eine hohe Geschwindigkeit erreichen.   Die Geschwindigkeit Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Geschwindigkeit = Strecke Zeit v = s t Die Geschwindigkeit wird in m s (lies: Meter pro Sekunde) angegeben. Eine andere Einheit für die Geschwindigkeit kennst du von Autos. Dort wird die Einheit km/h (lies: Kilometer pro Stunde) verwendet. Wie du die Einheiten umrechnen kannst, zeigt dir die Grafik.   Auf der Rennstrecke Was passiert beim Start eines Rennens? Die Rennwagen werden beschleunigt. Die Geschwindigkeit wird größer. Dies ist eine beschleunigte Bewegung . Vor der ersten Kurve müssen die Fahrer den Rennwagen abbremsen. Die Geschwindigkeit wird kleiner. Die Rennwagen führen eine verzögerte Bewegung aus. In der Kurve verändert sich die Richtung der Bewegung. Danach folgt oft eine gerade Strecke, auf der die Fahrer den Rennwagen wieder beschleunigen. Höchstgeschwindigkeiten von über 300 km h können auf geraden Streckenabschnitten erreicht werden. Auf geraden Streckenabschnitten bleibt die Geschwindigkeit der Rennwagen gleich. Dies ist eine gleichförmige Bewegung . Die Rennstrecke zwingt die Fahrer, ständig abzubremsen und in die Kurve zu fahren. Beschleunigte Bewegungen, verzögerte Bewegungen, Kurvenfahrten und Streckenabschnitte mit gleichförmiger Bewegung wechseln auf einer Rennstrecke ständig ab.   der Streckenabschnitt der Streckenabschnitt: der Teil einer (Renn-) Strecke   Merke: Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Die Einheit der Geschwindigkeit ist m s oder km h . Bei einer gleichförmigen Bewegung hat ein Körper immer die gleiche Geschwindigkeit. Bei einer Kurvenfahrt ändert sich die Richtung der Bewegung. Wird ein Körper immer schneller, dann führt er eine beschleunigte Bewegung aus. Bei einer verzögerten Bewegung wird die Geschwindigkeit immer kleiner. ",,[],[],,,"['"" Berechnung: v = s t = 20 m 10 s = 2 m s Umrechnung: 2 m s · 3 , 6 = 7 , 2 km h Der Fußgänger bewegt sich mit einer Geschwindigkeit von 7 , 2 km h . ""']",SENTENCE,15
2260,7lEnASMvRSG6PrQjzjorFv,DE,r_98eeb901_6a71_407d_a503_561803e0f021_1,"Erläutern Sie, wodurch sich die „Unsicherheit“ eines klassischen Messergebnisses von der „Unbestimmtheit“ von Vorhersagen für Quantenobjekte unterscheidet.","  Wenn man in einem Doppelspaltexperiment einen der Spalte versperrt, also den Ort des Quantenobjekts festlegt, verschwindet das Interferenzmuster auf dem Schirm. Eine Bestimmung der Wellenlänge λ und damit des Impulses p = h λ ist nicht mehr möglich.   Je genauer man den Ort misst, desto ungenauer lässt sich der Impuls bestimmen. Diese von Werner Heisenberg 1927 gefundene Unbestimmtheitsrelation , auch Unschärferelation genannt, lässt sich quantitativ am Verhalten von Quantenobjekten (z.B. Elektronen) am Einfachspalt verstehen. Ist dieser Spalt breit, so tritt der Elektronenstrahl gerade hindurch. Wird der Spalt enger, kommt es zu Beugungserscheinungen: Der Strahl weitet sich hinter dem Spalt auf. Die Elektronen erhalten also eine Impulskomponente ∆ p x quer zur Ausbreitungsrichtung. Wir bezeichnen die Unbestimmtheit der Spaltbreite, also des „Orts“, in beide Richtungen mit ∆ x . Der Spalt hat dann die Breite 2 · ∆ x . Bei der Beugung sammelt sich der größte Teil der Intensität im Hauptmaximum, als dessen Grenzen man die beiden angrenzenden Minima erster Ordnung annimmt. Im Fall des Einfachspalts gilt für das erste Minimum λ = d · sin α (mit d : Spaltbreite). Andererseits ist die Impulsunbestimmtheit ∆ p = p · sin α (siehe Abbildung). Löst man beide Gleichungen nach sin α auf und setzt sie gleich, erhält man λ d = ∆ p p . Setzt man links die de-Broglie-Gleichung λ = h p und d = 2 · ∆ x ein, erhält man nach Umformung: ∆ x · ∆ p = h 2 Heisenberg hat anstelle dieser einfachen Abschätzung eine komplizierte Rechnung durchgeführt, in der er die Unbestimmtheit durch die Standardabweichung definiert. Diese Größe ist ein Maß für die Abweichung von Messwerten von ihrem Mittelwert. Für einzelne Quantenobjekte hat die Messgröße nicht immer denselben Wert. Diese Ungenauigkeit liegt aber nicht an technisch bedingten Messfehlern, sondern ist prinzipieller Natur. Heisenbergs genaue Herleitung ergab eine kleinere untere Grenze für das Produkt der Unbestimmtheiten von Ort und Impuls: ∆ x · ∆ p ≥ h 4 π Die Naturkonstante h = 6 , 626 · 10 - 34 Js wird Planck’sches Wirkungsquantum genannt, denn J · s ist die Einheit der physikalischen Größe „Wirkung“. Die Existenz des Planck’schen Wirkungsquantums h bedeutet, dass die Wirkung in Vielfache von h portioniert oder „gequantelt“ ist. Zwei Größen, die über die Heisenberg’sche Unbestimmtheitsrelation miteinander verknüpft sind, werden als komplementäre Größen bezeichnet. Nach der Unbestimmtheitsrelation führt die Verbesserung der Kenntnis des Ortes eines Quantenobjekts zu einer Verschlechterung der Kenntnis des Impulses – und umgekehrt. Je kleiner die Messunbestimmtheit des Ortes ist, desto größer wird die des Impulses sein – und umgekehrt. Wäre die Impulsunbestimmtheit eines Quantenobjekts null, müsste seine Wellenlänge exakt bekannt sein. Das ist nur für eine ebene Welle möglich. Diese wäre aber unendlich ausgedehnt und hätte weder Anfang noch Ende. Der Ort des Quantenobjekts wäre völlig unbekannt. Umgekehrt lässt sich durch Überlagerung mehrerer Wellen mit ähnlicher Frequenz ein lokalisiertes Wellen-„Paket“ erzeugen. Dies ist im Fall der Schwebung bei der Überlagerung zweier Wellen zu beobachten. Eine größere Zahl von Wellen engt das Wellenpaket weiter ein. Eine vollständige Lokalisierung, also einen genau bekannten Ort des Quantenobjekts, erhält man durch Überlagerung unendlich vieler Wellen. Diese haben aber unterschiedliche Wellenlängen und also auch unterschiedliche Impulse. Der Impuls des Quantenobjekts wäre somit völlig unbestimmt. Da man nach der Unbestimmtheitsrelation nicht zugleich Ort und Impuls eines Quantenobjekts genau messen bzw. kennen kann, gibt es auch keine Bahnkurven x ( t ) , also keinen Ort als Funktion der Zeit. Aus einer solchen Bahn ließe sich nämlich an jedem Punkt durch Ableitung nach der Zeit die Geschwindigkeit und somit den Impuls bestimmen. Gerade das erlaubt die Unbestimmtheitsrelation aber nicht. Photonen bewegen sich mit Lichtgeschwindigkeit c gemäß x = c · t . Wegen ∆ x = c · ∆ t entspricht ihre Ortsunbestimmtheit ∆ x einer zeitlichen Unbestimmtheit ∆ t . Für die Energie des Photons gilt nach Einstein und de Broglie E = h · f = h · c λ = c · p Somit ist der Impuls des Photons p = E c . Er hat dann die Unbestimmtheit ∆ p = ∆ E c . Einsetzen von ∆ p und ∆ x in die Unbestimmtheitsrelation ergibt: ∆ E · ∆ t ≥ h 4 π Die Zeit und die Energie sind also ebenfalls komplementäre Größen. Heisenberg hat auch diesen Zusammenhang zwischen der zeitlichen Dauer t von Quantenvorgängen und der damit verbundenen Breite E der Energieverteilung gefunden. Eine genau festgelegte Energie besitzt nur die ebene Welle, sie ist dafür zeitlich unendlich ausgedehnt, ohne Anfang und Ende. ∆ t wäre unendlich groß. Ein kurzer Lichtimpuls mit kleinem ∆ t enthält hingegen viele Anteile unterschiedlicher Energien. Die Orts-Impuls-Unbestimmtheit ist eine Eigenschaft von Quantenobjekten. Bei makroskopischen Körpern sind bereits die durch die Messunsicherheiten gegebenen Unbestimmtheiten so groß, dass die Grenze h 4 π um Größenordnungen überschritten wird. Könnte man einen Fußball der Masse m = 0 , 5 k g mit genauer Messtechnik auf ∆ x = 1 c m genau lokalisieren und seine Geschwindigkeit an diesem Ort auf ∆ v = 1 c m s genau messen, ergäbe sich ∆ x · ∆ p = 5 · 10 - 5 kgm 2 s , also das 10 29 -fache von h . Für makroskopische Körper kann man h also gleich null setzen. Sie bewegen sich entlang genauer Bahnen. Bei Kenntnis der Anfangsbedingungen kann die zukünftige Entwicklung genau berechnet werden. Für Quantenobjekte ist dies nicht möglich, für sie lassen sich nur Wahrscheinlichkeitsaussagen treffen. Dennoch gibt es auch in der klassischen Physik Unbestimmtheitsrelationen, z.B. die „akustische Unbestimmtheit“: Eine Melodie entsteht durch eine Folge von Klängen, die Anfang und Ende haben. Erst die Überlagerung vieler benachbarter reiner Töne, also unendlich ausgedehnter Wellen mit festen Frequenzen, ergibt ein zeitlich endliches Wellenpaket. Je schmaler dieses zeitlich sein soll, desto mehr Wellen müssen überlagert werden. Es ergibt sich eine Unbestimmtheitsrelation zwischen Frequenz und Zeit: ∆ f · ∆ t = 1 2 Das Planck’sche Wirkungsquantum taucht hier allerdings nicht auf, da es sich nicht um Quantensysteme handelt.   Die Heisenberg’sche Unbestimmtheitsrelation ∆ x · ∆ p ≥ h 4 π für die Messgrößen Ort und Impuls von Quantenobjekten besagt, dass das Produkt der beiden Unbestimmtheiten nicht kleiner als h 4 π werden kann. Ort und Impuls sind zueinander komplementär. ",,[],[],,,"['"" Die „(Mess-)Unsicherheit“ ist z.B. abhängig von der Qualität eines Messgerätes. Sie kann im Prinzip beliebig klein werden. „Unbestimmtheit“ ist ein naturgesetzlicher Zusammenhang zwischen der Genauigkeit einer gleichzeitigen Messung von Ort und Impuls. Sie kann nicht unterschritten werden. ""']",SENTENCE,17
2261,23GYFyynhY77xEnRIkYAtL,DE,r_b512cc15_19ab_4d51_8bd0_c6c82ab0c781_2,Deine elektrische Taschenlampe ist kaputt. Nenne drei mögliche Ursachen dafür.,,,[],[],,,"['""Die Batterien sind entladen („leer“). Der Glühfaden der Glühlampe ist durchgebrannt bzw. die LED ist defekt. Der Schalter ist ausgeleiert und bildet bei Betätigung keinen Kontakt mehr aus. In allen drei Fällen ist der Stromkreis unterbrochen. ""']",SENTENCE,10
2262,4gcFblNiWOG7tTTDAseBgn,DE,r_0e31e4d9_210c_4ff1_9788_3247d0d53658_4,"Auf dem Foto ist zu sehen, dass ein wassergefülltes Weinglas ein Bild erzeugen kann. Erkläre seine Entstehung. Nenne die Eigenschaften des Bildes. Vergleiche mit einer Sammellinse.","  Mit dieser Sammellinse werden zwei Bilder vom Fenster, das sich hinter dem Betrachter befindet, erzeugt. Eines davon wird auf der Wand aufgefangen. Nur in einem bestimmten Abstand der Linse von der Wand ist dieses Bild scharf. Wodurch unterscheidet sich die Abbildung an der Wand von dem Bild, das man auf der Linse sieht?   Das Bild des Fensters auf der Wand ist seitenverkehrt und steht auf dem Kopf, während das Spiegelbild auf der Linse aufrecht steht. Das Bild des Fensters an der Wand ist kleiner als das Fenster selbst. Die Abbildung zeigt, wie das umgedrehte Bild entsteht. Licht, das von der Spitze der Kerzenflamme ausgeht und auf die Linse trifft, wird durch die Linse so gebrochen, dass es hinter der Linse nach unten zusammengeführt wird. Licht, das vom Docht ausgeht, wird durch die Linse nach oben gebrochen und zusammengeführt. Alle diese Bildpunkte entstehen nur in einem bestimmten Abstand hinter der Linse. Die Abstände von Bild und Gegenstand zur Linsenmitte (Bildweite und Gegenstandsweite) müssen zueinander passen, sonst ist das Bild unscharf. Die Bildgröße hängt von der Gegenstandsweite ab. In der Abbildung ist sie gerade so groß, dass Kerze und Bild der Kerze gleich groß sind. Das Bild der Kerze existiert auch ohne Schirm! Entfernt man den Schirm und blickt von hinten in Richtung Linse, so sieht man das Bild im Raum schweben: An der Stelle, wo der Schirm vorher war. Staub oder Nebel an dieser Stelle lassen das Bild besser erkennen. Auch mit einer wassergefüllten Glaskugel kann ein Bild erzeugt werden. Die Wasserkugel wird zur Linse, wenn wir sie uns in einen Würfel und zwei Kugelkappen zerlegt denken. Die Flächen des Würfels verschieben Lichtstrahlen beim Durchgang nur wie eine dicke Glasplatte. Die beiden gekrümmten Oberflächen der Kugelkappen wirken wie eine Sammellinse.   Mit dem dargestellten Versuchsaufbau lässt sich herausfinden, welchen Abstand Lichtquelle, Linse und Schirm zueinander haben müssen, damit das Bild scharf ist. Zur Beschreibung der Abstände werden zwei Begriffe benötigt: Der Abstand von der Linse zum Schirm heißt Bildweite b , der Abstand vom Gegenstand zur Linse heißt Gegenstandsweite g . Die Kerze soll aus einer sehr großen Gegenstandsweite immer näher zur Linse geschoben werden. Dabei wird jeweils die Bildweite so verändert, dass ein scharfes Bild auf dem Schirm entsteht. Zunächst stellt man fest, dass dies für jede Gegenstandsweite höchstens bei einer einzigen Bildweite gelingt, d. h., um ein scharfes Bild zu erhalten, muss zu jeder Gegenstandsweite eine ganz bestimmte Bildweite eingestellt werden. Bei sehr großer Gegenstandsweite verändert sich die Schärfe des Bildes zunächst allerdings kaum, wenn eine etwas zu große oder zu kleine Bildweite eingestellt wird. Je kleiner die Gegenstandsweite wird, desto genauer muss man die Bildweite einstellen, um eine scharfes Bild zu erhalten. Das scharfe Bild steht in allen Fällen auf dem Kopf und es wird größer, wenn die Gegenstandsweite abnimmt. Ist die Gegenstandsweite sehr klein, entsteht gar kein Bild auf dem Schirm. Bei genauer Untersuchung lassen sich mehrere Fälle unterscheiden: g > 2 f , d.h., die Gegenstandsweite ist größer als die doppelte Brennweite der Sammellinse: Das Bild ist kleiner als das Original. g = 2 f , d.h., die Gegenstandsweite ist gleich der doppelten Brennweite: Das Bild ist so groß wie das Original und die Bildweite ist gleich der doppelten Brennweite ( b = 2 f ). f < g < 2 f , d.h., die Gegenstandsweite liegt zwischen der einfachen und doppelten Brennweite: Das Bild ist größer als das Original und die Bildweite ist größer als die doppelte Brennweite ( b > 2 f ). g ≤ f , d.h., die Gegenstandsweite ist gleich der Brennweite oder kleiner als die Brennweite: Auf dem Schirm entsteht kein Bild . ",,[],[],,,"['"" Das Bild ist seitenverkehrt, oben und unten sind vertauscht. Der Wasserkörper im Glas ist so geformt, dass er wie eine Sammellinse wirkt. (Die Brechung an den Glaswänden spielt für die Bildentstehung keine Rolle.) Das Bild entsteht auch ohne Mattscheibe im Raum schwebend, die Linse des Fotoapparats / unsere Augenlinse bildet es auf eine Schicht von Lichtsensoren bzw. auf die Netzhaut ab. ""']",SENTENCE,26
2263,9n5hk827DCD9EtXHAd6dBA,DE,r_a25b7958_5a56_4c99_ab26_68521228a501_2,"Eine Fahrradfahrerin hat eine Geschwindigkeit von 25 km h . Berechne, welche Zeit sie benötigt, um einen Weg von 120 Metern zurückzulegen.","  Berechnung der Geschwindigkeit Die Geschwindigkeit v ist der Quotient aus dem zurückgelegten Weg s und der dafür benötigten Zeit t . Die Formel lautet: v = s t Mit dieser Formel kann man Geschwindigkeiten von bewegten Körpern (z.B. von einem Auto) berechnen. Beispiel: Gegeben: s = 100 m ; t = 16 s Gesucht: v Lösung: v = s t v = 100 m 16 s v = 6 , 25 m s   Berechnung der Geschwindigkeit Die Geschwindigkeit v ist der Quotient aus dem zurückgelegten Weg s und der dafür benötigten Zeit t . Die Formel lautet: v = s t Mit dieser Formel kann man Geschwindigkeiten von bewegten Körpern (z. B. von einem Auto) berechnen.   Das Rechendreieck Das Rechendreieck ist ein gutes Hilfsmittel, um im Physik-Unterricht Rechenaufgaben richtig zu lösen. Vor dem Lösen der Aufgabe musst du allerdings genau überlegen, welche physikalische Größe gesucht ist. Ist beispielsweise die Zeit t gesucht, musst du das t mit dem Finger zuhalten. Dann siehst du sofort, was du rechnen musst: t = s v Soll dagegen der Weg s ausgerechnet werden, dann liefert das Rechendreieck folgende Formel: s = v · t   Beispielrechnung An diesem Beispiel kannst du lernen, wie du die Geschwindigkeit einer Läuferin berechnen kannst: Bei einem 100-m-Lauf benötigt Vera 16 Sekunden. Berechne Veras Geschwindigkeit bei einem 100-m-Lauf. Gegeben: s = 100 m ; t = 16 s Gesucht: v Lösung: v = s t v = 100 m 16 s v = 6 , 25 m s Also läuft Vera mit einer Geschwindigkeit von 6 , 25 m s . ",,[],[],,,"['"" Gegeben: v = 25 km h t = 120 s Gesucht: t Rechnung: 25 km h : 3 , 6 = 6 , 9 m s t = s v = 120 m 6 , 9 m s = 17 , 4 s ""']",SENTENCE,22
2264,6pZwpyL2bMH7rQd0kArXFz,DE,r_925667b3_30a9_41ff_8a4b_cfc79cf15cf4_4,"Wenn eine Kaffeemaschine an die Steckdose angeschlossen ist, fließt eine Stromstärke von 3 , 5 A durch das Gerät. Berechne den elektrischen Widerstand.","  Widerstand gegen den Strom In jedem Metall-Draht gibt es freie Elektronen, die sich ungeordnet im Draht bewegen (oberer Teil der Grafik). Wird der Draht an eine Spannungsquelle angeschlossen, werden die freien Elektronen durch den Draht zum Pluspol getrieben (unterer Teil der Grafik). Die Elektronen stoßen dabei immer wieder mit den Atomen im Draht zusammen. Dadurch werden die Elektronen in ihrer Bewegung eingeschränkt. Je mehr Zusammenstöße stattfinden, desto geringer wird der Elektronenstrom. Durch die Zusammenstöße beginnen die Atome heftiger zu schwingen. Nach außen hin macht sich dies durch eine Erwärmung des Drahts bemerkbar. Nicht nur Metall-Drähte, sondern alle elektrischen Bauteile schränken den elektrischen Strom ein. Diese Eigenschaft wird elektrischer Widerstand genannt.   Spannung und Widerstand Die Stärke des Stroms in einem Stromkreis hängt von der Spannung und dem elektrischen Widerstand der Bauteile ab: Die Spannung treibt die Elektronen an. Der elektrische Strom wird jedoch durch den Widerstand der Bauteile eingeschränkt. Bei gleicher Spannung gilt: Je größer der Widerstand eines Bauteils ist, desto kleiner ist die elektrische Stromstärke.   Berechnung des Widerstands Den Widerstand eines elektrischen Bauteils kannst du berechnen. Dazu dividierst du die Spannung durch die Stromstärke. Elektrischer Widerstand= Spannung Stromstärke R = U I Der elektrische Widerstand hat das Formelzeichen R und die Einheit Ohm . Sie wurde nach dem Physiker Georg Simon Ohm (1789 – 1854) benannt. Die Einheit Ohm wird mit dem griechischen Buchstaben Ω (Omega) abgekürzt. Größere Widerstände werden in kΩ (Kiloohm) oder MΩ (Megaohm) angegeben. 1 Ohm = 1 Volt 1 Ampere 1 M Ω = 1000 k Ω 1 k Ω = 1000 Ω   dividieren dividieren: eine Größe durch eine andere Größe teilen   Beispiel: Berechnung des elektrischen Widerstands An diesem Beispiel kannst du sehen, wie der elektrische Widerstand berechnet wird: Gegeben: U = 6 , 2 V ; I = 300 mA = 0 , 3 A Gesucht: R Rechnung: R = U I R = 6 , 2 V 0 , 3 A R = 20 , 7 V A R = 20 , 7 Ω Bei der Spannung von 6 , 2 V hat das Lämpchen einen Widerstand von 20 , 7 Ω .   Merke: Jeder Leiter und jedes elektrische Gerät schränken den elektrischen Strom ein. Diese Eigenschaft wird als elektrischer Widerstand bezeichnet. Die Größe des Widerstands wird mit dieser Formel berechnet: R = U I Formelzeichen: R Einheit: Ohm(Ω) ",,[],[],,,"['"" Gegeben: U = 230 V ; I = 3 , 5 A Gesucht: R Rechnung: R = U I = 230 V 3 , 5 A ≈ 65 , 7 Ω Der elektrische Widerstand der Kaffeemaschine beträgt 65 , 7 Ω . ""']",SENTENCE,23
