taskId,description,topic
1490,3t0rKZrAJLW6E4f1fgep5U,lie unten stehend text franz kafka beantwort folgend frage warum kommen botschaft kaiserlich botschaft kaiser heißen einzeln jammerlichen untertanen winzig kaiserlich sonn fernst fern gefluchteten schatten gerad kaiser sterbebett botschaft senden boten bett niederknien lassen botschaft ohr zugeflusteren liegen ohr wiedersagen lassen kopfnick richtigkeit gesagten bestatigen ganz zuschauerschaft tod hindernd wand niedergebrochen weit hoch schwingend freitreppe stehen ring groß reich boten abfertigen bote gleich machen kraftig unermudlich mann arm vorstreckend schaffen bahn meng finden widerstand zeigen brust zeichen sonn kommen leicht vorwart meng groß wohnstatt nehmen end offnet frei feld wurd fliegen bald wohl hortest herrlich schlagen faust tur statt nutzlo muht ab zwangen gemach innersten palast niemal uberwinden gelang ware gewonn treppe hinab mußt kampf gelang ware gewinnen hofe durchmessen hofen zweit umschließend palast treppe hofe palast jahrtausend sturzen endlich außerst tor niemal niemal geschehen liegen erst residenzstadt miten welt hochgeschutten voll bodensatz niemand dringen gar botschaft tote sitzen fenster ertraumst abend kommen,2
1491,2vTEpvBj46kbS-P6z0SS2u,fass text eigen wort maxim zeichen zusammen mensch maschin mittlerweil ganz normal internet einzukauf ausbildung onlin absolvieren klick flugticket kaufen digitalisierung unzahlig alltagsanwendung vereinfachen trotzdem viel mensch sorgen uber negativ folge praktisch flugticket mehr schalter reiseburo kaufen bedeuten eben verkauf beraterin uberflussig forscher universitat oxford studi herausgefund maschine nachst zwolf jahr million menschlich arbeitskraft angestammt job verdrangen davon betroffen durft sogenannt knowledg economi verarbeitung information algorithm konn vertrag lesen medizinisch scan analysier information marktforschung sammeln schnell prazi produktiv mensch filmen oft darstellen computersystem plotzlich verselbststandigen manipulieren funktion mutieren unkontrollierbaren killerroboter menschheit bedroh gefahr real anzahl neuron hirn bestimmt moglichkeit selbststandigen denken quall beispielsweis verfugt nervensystem uber neuron fruchtflieg uber mensch dagegen milliarde neuron lediglich elefanten mehr kopf mensch milliarde neuron comput verfugen uber neuronal netz der anzahl ubersteigen million mark derzeit rechenstarkst comput ungefahr intellig goldhamst zeigen maschine stell bedrohung mensch dar,3
1492,4U7WUdcsE9676qErNBtw85,tabel entsprechen model,2
1493,2GgeVn6a0M78yUGLlUSEAg,form apposit folgend satz nebensatz schreib vollstandigen satz insel giglio naturparadi toskanisch kust belieben schweizer ferienziel,0
1494,4O4uXTrolYs8Wt9EVcOACA,mach unten stehend satzgefug einfach satz neu reglement gelten studierend ausbildung juli beginnen,0
1495,5n9oTlgQr5Ga05Ffndntu4,bild markiert attribut nebensatz schulerin unser schule schreiben geschicht erster prei gewinnen,0
1496,7kG56N9dkJe6bMAPKgHYuk,mach unten stehend satzgefug einfach satz museum kunstwerk anschaffung empfehlen kaufen,0
1497,7YCJl43A2UR8vHxU5sDt7I,bild fett geschrieben satzgli nebensatz infolg umstrukturierung viel mitarbeit entlassen,3
1498,86sOYlRdbZt8RyezCsfbwM,bild markiert nebensatz satzgli franzosischkenntniss mangelhaft reisen monat pari,4
1499,8vPfyxDoA089olJvvGIUN5,bild markiert attribut nebensatz gestern tatigen aktienkauf finden heut gross absatz,0
1500,9UAwOw0PDUOaN46BDgKaaa,form unten stehend satzgefug einfach satz markiert nebensatz attribut umwandelst bild museum stehlen wurd ausserst kostbar,0
1501,9XAVPf4Dxco5IqAoCR8Xtv,bild fett geschrieben satzgli nebensatz verfahren wurd grundlich akteneinsicht einstellen,3
1502,9XT1Y8R9ZAt8WuTUzlQM6L,bild markiert attribut nebensatz uberteuert ferienhau bleiben lang leer,0
1503,aelherCvJlJ5GqbXhVooHL,bild markiert attribut nebensatz rest ganz satz passen bekannt stark kraftig italienisch espresso mittagessen trinken,0
1504,auU5XJBJov587aAIDSNBH0,bild fett geschrieben satzgli nebensatz verfahren wurd grundlich akteneinsicht einstellen,3
1505,f5H72BJXFR90I0uyGjRFI,bild fett geschrieben satzgli nebensatz stoff nehmen mehrmalig farbe tief dunkelblau,3
1506,5SOHzMIo16e8L0jRuHNAlI,bild markiert attribut nebensatz angebot bestechen ungewohnlich sicht auf meer,2
1507,6bpQqUhswLN60sjudtDTrG,methodik vernetzt denken helfen unterschiedlich einflussfaktor problem situat gegenseitig abhangigkeit wechselwirkung erkenn zusammenhang ganzheitlich losungsansatz berucksichtig prinzipien denken,4
1508,a7eIN7sjhwqaj2SjcrLRu8,abc analy beruhen feststellung aufgabe gleich wichtig aufgeben konn somit prioritat a b c aufteilen zeichn aufgabe kategori b,0
1509,aqnOPIcQUk75PbU0iqgvSf,umsetzung gelernen unbedingt individuel selbstreflexion beurteilen evalu interakt person erfolgen z b regelmassig diskussion teammitglieder intervis moglichkeit,2
1510,35ZemwUaJkp6tD1sTqXk7o,frage wagen schon autoverleih,2
1511,5rLJYlc8KAP8dTpHuCnNGD,nennen moglichst viel mobel einrichtungsgegenstand thema bade zimm schreiben artikel trennen stichwort komma beispiel spiegel,1
1512,8q1hpGs813R6B7FL7XTjkv,frage schlafzimmerlamp schon,2
1513,9nZZjU0kBw29UALIUTNlwm,helfen umzug dritter stock lesen frage antwort beispiel nein verwenden dabei verben bringen holen tragen worter oben rauf runter dorthin hierher rau rein draußen drinnen her dabei hilfreich beispiel karton kuchensachen schon oben nein trage gleich rauf frage bett schon drinnen,2
1514,1XepvEnvrwH9LuIyP87nO6,helfen umzug dritter stock lesen frage antwort beispiel nein verwenden dabei verben bringen holen tragen worter oben rauf runter dorthin hierher rau rein draußen drinnen her dabei hilfreich beispiel karton kuchensachen schon oben nein trage gleich rauf frage bett schon drinnen,2
1515,8SEynhoSw8La7b5VwMKfJz,helfen umzug dritter stock lesen frage antwort beispiel nein verwenden dabei verben bringen holen tragen worter oben rauf runter dorthin hierher rau rein draußen drinnen her dabei hilfreich beispiel karton kuchensachen schon oben nein trage gleich rauf frage bett schon drinnen,2
1516,6b9RVbPaE3o8f9E0tsmAjr,helfen umzug dritter stock lesen frage antwort beispiel nein verwenden dabei verben bringen holen tragen worter oben rauf runter dorthin hierher rau rein draußen drinnen her dabei hilfreich beispiel karton kuchensachen schon oben nein trage gleich rauf frage bett schon drinnen,2
1517,10jvMZvncoE5znyttQv9By,bereitschaft veranderung zentral voraussetzung veranderungen praxi kommen typisch verneinungsstrategien ausdruck mangelnd veranderungsbereitschaft davon vogel strauss politik d h signal veranderungsbedarf hindeuten verdrangen bewusst ignorieren verstehen zweiter strategi abwart tee trinken,0
1518,2UYO47LiEd18VCl8ONBHqo,eigen zeitmanag gut analysier konn verschied selbstevaluation durchfuhren davon tagesleistungskurv element konn analysieren,2
1519,4YzArmjRqwY7DJgOWi61CS,lernen prufung lassen vier zeitlich phase einteilen,0
1520,5XAyxsYZy1F83dKbQX53a7,einfuhrung neu prozess art anderung kommen,3
1521,6GiDAn1lXN77UqQybxaa1N,nennen moglichst viel mobel einrichtungsgegenstand thema schlafzimm schreiben artikel trennen stichwort komma beispiel lamp,1
1522,2nrIbSGCnBTaitH65i7FqT,frage mull schon unten,2
1523,4FaCVYaMFQz7rKnWUqzgT8,beantworten frage verwenden dabei verschied form passiv,2
1524,80YGoJybj1z7IqpBIN0mQa,beantworten frage verwenden dabei verschied form passiv,2
1525,54rE9NFdH4N9Ajog983QhE,beantworten frage verwenden dabei verschied form passiv,2
1526,2KsAGs6QQmC7S8bSw4ap3T,beantworten frage verwenden dabei verschied form passiv,2
1527,4fQciKpnqIpaY8FIk2Lh8C,beschreiben interakt madch hund folgend bild,3
1528,4WwqL9eGp8a7lXFL6QJQNk,vorkommen vertragspartei absichtlich tauscht entwed beispiel falsch angabe kaufgegenstand machen wesentlich information verschweigen fall tauschen partei vertrag zurucktreten fassen regel satz kurz moglich zusammen,0
1529,9hRdQ5PGlAB61tk1p5RSfz,dienen sicherstellung administrativ formell ablauf einleitung massnahmen kontrol vereinbarung zielerreichung sowi selbstreflexion uber gesprachsfuhrung handeln,3
1530,aYyNQ3cla9u7TlWRge9VSb,nenn funf merkmal nachfolgend textauszug textsort protokol typisch protokol ausserordentlich gemeinderatssitzung datum april zeit uhr ort restaur vini solothurn leitung carla bernasconi anwesend karin marthal simon perel severin muller sylvan deuxchevaux entschuldigen alexi gartenblum evelyn evensag protokol lean bern traktand protokol ordentlich gemeindeversammlung oktob kreditbeschluss projekt schwimmbad auswertung winterev schlittelplausch varia carla bernasconi begrusst anwesend einladung traktandenlist protokol letzter ordentlich versammlung werden ordnungsgemass verschicken anderung traktandenlist gewunscht protokol ordentlich gemeindeversammlung oktob protokol gegenstimmen genehmigen verdanken kreditbeschluss projekt schwimmbad referierend anna wyss peter keller zeigen ziel geplant bau -- protokol oktob genehmigen kredit decken folgend kosten ab projektierungskredit genehmigen varia wortmeldung hintertupfingen april unterschrift protokol,0
1531,7w7fZEW8MRsaF7HbWssB1O,element nachfolgend text widersprech regel textsort bericht fett hervorheben weshalb textsort fehl platz gestern freitag juni verlauf nacht solothurn kantonspolizei mehrer anruf hinweis feuer wald halten liefern kurz darauf ruckt polizeipatrouille entdecken brandherd vereinshau stehen abgelegen waldstuck brand unglaublich eindrucksvol ansehen teilen polizei trotz rasch loscheinsatz einsatzkraft feuerwehr zerstort feuer holzhutt komplett spezialeinheit kantonspolizei solothurn ermitteln brandursach davon irgendein spitzbub feuer absichtlich legen heisst mitteilung polizei suchen zeuge,3
1532,azpoeds8NCjat3KgNDBNLp,nenn funf merkmal nachfolgend text textsort bericht typisch gestern freitag juni uhr nacht solothurn kantonspolizei mehrer anruf hinweis feuer wald halten liefern kurz darauf entdecken ausgeruckt polizeipatrouille brandherd vereinshau stehen abgelegen waldstuck brand teilen polizei trotz rasch loscheinsatz einsatzkraft feuerwehr zerstort feuer holzhutt komplett spezialeinheit kantonspolizei solothurn ermitteln brandursach davon feuer absichtlich legen wurd heisst mitteilung polizei suchen zeuge,3
1533,NCIdEdDGbk9HmwDum7zul,nenn funf merkmal nachfolgend textauszug textsort erorterung typisch sollen kind hausarbeit einbinden seit lang zeit schon diskutieren eltern darub ja sprossling haushalt klein aufgabe ubernehmen sollen vieler familie fuhren bereit bloss erwahnung amtliplan hitzig debatter folgend darstellung erorteren nachteil mithilf elternhau kind bereit fruh verantwortung ubernehmen musse klein aufgabe betreffen lernen mitmenschen denk konn beispiel zeitung holen tischdecke zustandig andererseit alltag schulkind bereit vieler aufgabe verpflichtung versehen sodas weiter pflicht zuhaus schlicht hausaufgomben abend haushalt einbinden beschneiden freizeit verbund erholung aufgrund genannt argument komm schluss hausarbeit zumutbar jedoch famili angemessen form finden,1
1534,3IuC46Jjorb9h0jdlb3byF,nenn funf merkmal nachfolgend textauszug textsort rezen bzw buchkritik typisch quell www literaturcaf de amus manipulativ frage chemi bonni garmu elisabeth zott us amerikanisch chemikerin anfang jahr kochsendung beruhmen wurd echt lebenslauf klingen bonni garmu roman erfund liest amus wirken manipulativ hochbegabt chemikerin arbeiten elisabeth zott end jahr us amerikanisch universitat frau damal chanc sagen zott schreib lagerkraft gehalt nobelpreisverdachtig chemikerin psychisch physisch erniedrigen institutsleit zott bahnbrechend forschungsergebnis eigen spater verlasst elisabeth zott universitat zufal gastgeberin mittaglichen live kochshow fernsehen kochen exzel begreifen kochrezept chemisch formeln vorlage bilden hauptsachlich weiblich publikum wissenschaftlich offen direkt bisweilen naiv art kampfen absichtlich bewussen starkung gleichberechtigung frau mehr detail sollen verrat frage chemi erst roman amerikanisch britisch schriftstellerin bonni garmu unglaublich market prasenz lesson chemistri weltweit zeitgleich markt bringen hierzuland piper verlag wahrscheinlich gunstig recht elisabeth zott geschicht sichern elk heidenreich zeigen fast roman begeistert tatsachlich scheinen bonni garmu chemisch formel bestsel finden,2
1535,1hk4iB1qkBW7cAQfcdGW7v,element nachfolgend text widersprech regel textsort protokol fett hervorheben weshalb textsort fehl platz protokol ausserordentlich gemeinderatssitzung datum april zeit nachmittag ort restaur vini solothurn leitung carla bernasconi anwesend karin marthal simon perel severin muller sylvan deuxchevaux entschuldigen alexi gartenblum evelyn evensag protokol lean bern traktand protokol ordentlich gemeindeversammlung oktob kreditbeschluss projekt schwimmbad auswertung winterev schlittelplausch varia find schon carla bernasconi anwesenden personlich begrusst einladung traktandenlist protokol letzter ordentlich versammlung werden ordnungsgemass verschicken anderung traktandenlist wunschen letzt fasnachtsanlass verkleidungen originel kreditbeschluss projekt schwimmbad referierend anna wyss peter keller zeigen ziel geplant bau -- protokol oktob genehmigen kredit decken folgend kosten ab projektierungskredit genehmigen varia wortmeldung hintertupfingen april unterschrift protokol,0
1536,6qXBPjQISrq9iGLCG4kmEE,vier element nachfolgend buchbesprechung widersprech regel textsort rezens fett hervorheben weshalb textsort fehl platz frage chemi bonni garmu quell www literaturcaf de hauptfigur elisabeth zott us amerikanisch chemikerin anfang jahr kochsendung beruhmt echter lebenslauf klingen bonni garmu roman erfund hochbegabt chemikerin jobbt elisabeth zott end jahr us amerikanisch universitat frau damal chanc sagen zott schreib lagerkraft gehalt nobelpreisverdachtig chemikerin psychisch physisch erniedrigen institutsleit zott bahnbrechend forschungsergebnis eigen april verliess elisabeth zott universitat wurd zufal gastgeberin mittaglichen live kochshow fernsehen kochen exzel begreifen kochrezept chemisch formeln vorlage bilden hauptsachlich weiblich publikum wissenschaftlich offen direkt bisweilen naiv art kampfen absichtlich bewussen starkung gleichberechtigung frau streben end buch belohnen bekommen erster frau geschicht universitat ordentlich professur fach chemi frage chemi erst roman amerikanisch britisch schriftstellerin bonni garmu lesson chemistri weltweit zeitgleich markt bringen hierzuland piper verlag recht elisabeth zott geschicht sichern obschon buch usa viel vorschusslorbeeren erhalten personlich grund lektur empfehlen,2
1537,1mc3YFhGNq5aOvx3w7D58Q,element nachfolgend text widersprech regel textsort erorterung fett hervorheben weshalb textsort fehl platz sollen kind hausarbeit einbinden seit lang zeit schon diskutieren eltern darub ja sprossling haushalt klein aufgabe ubernehmen sollen vieler familie fuhren bereit bloss erwahnung amtliplan hitzig debatter find forderung verbot kinderarbeit verletzen daher nachteil mithilf elternhau erortern kind blume selbstandig wachsen lassen uberhaupt alltag kid bereit crazi workload versehen sodass weiter pflicht zuhaus echt hausaufgabe abend haushalt einbinden beschneiden freizeit verbinden erholung viel argument einbezug kind hausarbeit sodas titelfrag nein beantworten,0
1538,av8iI7e6oYN6LAxM7Q8mOY,nenn funf merkmal nachfolgend text textsort beschreibung typisch gemald edward hopper titel nighthawk nachtschwarm vermitteln stimmung einsamkeit nachtlich leer schlafend stadt betrachen betrachterin stehen ausserhalb cafe bar schauen leicht erhoht gross glasfront barraum manner frau sitzen kaffeetasse lang rund tresen anstellen hantiert goldgelb licht tauchen bar gross glasfenst ganz laden eck erstrecken schild uber laden werben schriftzug philli zigarr burgersteig neben cafe wirken leerfegen grunlich licht tauchen warm erhellt barraum treten strassenseit cafe befinden gross rotlich gebaudn schließen scheinen fenster dunkel grun rolllad fenstermitt heruntergelasse niemand blick schweifen zuruck figur cafe lichtfuhrung fensterrahmen foku aufmerksamkeit stehen wurd anstellen mann frau unterhalten zusammen end trese sitzen elegant paar frau tragen rot kleid begleit dunkel anzug grau hut zweiter bar besuch allein sitzen ruckenansicht tragen anzug hut edward hopper nighthawk nachtschwarm,3
1539,2kw7knGaq8899SuaO6Y1x8,nachfolgend text verletzen zahlreich regel textsort beschreibung zahl verstoss leut sitz getranke vielleicht trinkt tee kaffen hoffentlich koffeinfreien gut schlafen bar bar hell licht drauss dunkel edward hopper nighthawk nachtschwarm,0
1540,5f8h8oSfmiT7VTOJQhsbjb,vier element nachfolgend text widersprech regel textsort gesuch fett hervorheben weshalb textsort fehl platz klara felix frei schulhaun gartenland schuldirekt frau b grun zugheim zugheim august dispensationsgesuch gruezi frau grun beabsichtigen urlaub verlangern ersuch schulfrei tag sohn leon frei konkret beantragen dispens unterricht folgend tag mittwoch donnerstag freitag naturlich bereit verpasst unterrichtsstoff sohn nachzuarbeien ubrig finden leon unterricht toll ok merci freundlich gruss klara felix frei,0
1541,5hc0IVv9OJ281mhinTM21T,arbeitsgewohnheit arbeitsgewohnheit testbog arbeitsgewohnheite ausgefullt anhand auswertung arbeitsgewohnheite auswerten halten stichwortartig wichtig erkenntniss fest,2
1542,iHZq49oBYJ9EbWCiZeN3Q,stressmanag notieren stressore stressauslos meister belast beschreiben stichwortartig typisch stressreaktionen feststellen definieren konkret massnahm gut stresspravent bewaltigung setzen dafur termin massnehmen stress pravent bewaltigung wann,2
1543,80la1Iv0gb79T2iUTvno3z,verbesserung praxisaufgab prufungsvorbereitung verbessernprufungsvorbereitung definieren gezielt verbesserungsmassnahmen spalt verhalten wichtig ubernehmen spalt einfach hinweis kapitel beziehen personlich situat beispiel famili sorge wahrscheinlich lernzeit vollig autonom gestalt konn verhalten verhalten zeitplan lernrhythmu lernpausen lerngruppe lernklima,0
1544,2ASQfFDFfxt9c8RUJcjBod,besitzen instrument verhilfen wohlbefind gelassenheit bewussen einsetzen ermoglicht sprechen entspannt stresssituation instrument zwerchfel her verwenden instrument heisst,2
1545,6JaioClzlb89HgWXim6ubi,wandl text aktiv passiv,0
1546,1gW7YfPleci9Ah3jubBHPM,transformier text konjunktiv ii,0
1547,95DMKXesfDW6LFDGGZpS5X,lesen bewertung schreibtischstuhl -- positiv antwort stichwort trenn stichwort komma beispiel verpackung,1
1548,4SYqSwHmPCg6eewpy6xk3p,lesen bewertung schreibtischstuhl negativ antwort stichwort trenn stichwort komma beispiel verpackung,1
1549,2pPSkSAolHx8kltL12vb4y,tippen richtig wort kurz erklarung satz unten chemisch produktionsanlag standig notig stoffstrom regulier leitungsweg abzusperr bzw freizugeben stelle situat schul wahl armaturentyp erklaren warum benutzen werden,0
1550,6BYxAqPvQPYaw4t595DYi0,helfen freundin umzug lesen zunachst checklist hor frage audio beide erster frage folgend beispiel beantworten sag mal karton eigentlich schon zimmern sortieren nein mussen sortieren haben schrank schon aufbauen sache reintun konn ja wurd schon aufbauen beantworten dritt frage verwenden dabei verschied form passiv beispielantwort,2
1551,1kTFvw5vyj8akzfvMaZqZV,helfen umzug dritter stock lesen frage antwort beispiel nein verwenden dabei verben bringen holen tragen worter oben rauf runter dorthin hierher rau rein draußen drinnen her dabei hilfreich beispiel karton kuchensachen schon oben nein trage gleich rauf frage bett schon drinnen,2
1552,82ei1dMMD6J8W012IxXNJq,nennen vier element stichwortartig produktionsprozess schrein investit fungieren,2
1553,apRwhTS0fQU8uoTVWeeg3G,beschreiben satzen pflicht kauf pflicht verkauf,3
1554,6k8TNwzg7kp9Yxcx44qurX,volk fordern gut zugverbindung agglomeration auswirkung stadt nennen,3
1555,aNVvxnayr9t9b8FwyNn1xC,setz folgend satz prateritum schreib passiv polizei verhaften ladendieb wohnung,0
1556,8nacENXVG047v4IQfYtyin,gebaud wahrend erdbeben verhalten,2
1557,64k1A81cjBn9v6GHaujSKv,wissen klimawandel fasse max wortern zusammen,2
1558,aJKayN5p7ie7rOq6GpqAFE,markieren ausdruck inhaltlich falsch ersetz passenderen nachdem alfredo befriedigend schlafen legen erwachen villa,2
1559,5AVYoXlvf0r8KHJ6yvFBGW,vorkommen vertragspartei absichtlich tauscht entwed beispiel falsch angabe kaufgegenstand machen wesentlich information verschweigen fall tauschen partei vertrag zurucktreten fassen regel satz kurz moglich zusammen,0
1560,2hwOg7iiBcRaJlaKgvvcqi,lie beschreibung situat unten uberleg redewendung sprichwort passend sagen reagieren konnen schreib redewendung sprichwort entsprechend feld seit zeit laufst zweimal pro woch stund kondit verbessern acht woche fuhlst kaum fitter vorher sodass schwer motivieren weisst person nachbarschaft haufig leicht fuss drausser vorbeijogg siehst ermutigen sprichwort konnen tun,2
1561,FZL8EtL99H90FF3SqtL4C,folgend textausschnitt spezialsprach verfassen erklar spezialsprach typisch pause gelten unterbrechung arbeit zweck erholung verpflegung technisch bedingt arbeitsunterbruch gelten hingegen pause,3
1562,25sn2i6nWPc6MgRyllKT4O,markieren ausdruck synekdoch wirkung folgend beispiel ex libri preisen ultim frau kochbuch frau herd spitzenkochinn stern himmel holen stephani brauer,3
1563,axOCM85DY418Og51gb3Ntm,markieren ausdruck klimax wirkung folgend beispiel casar kommen siegen,2
1564,cOjBhO9KB6aA3izC2QIMP,markieren ausdruck allegori wirkung beispiel jahr leeren mutter natur fullhorn besond grosszugig uber,2
1565,34Q90J3AV6a6GgIiBHh8Vn,markieren ausdruck hyperbel wirkung folgend beispiel schon hundertm sagen,2
1566,5R13KZtlxpW73GYHhOHz2w,beschreiben satzen pflicht grafik abbilden,3
1567,7HkAvLmcBcD8jsTsStgZdM,festivalveranstalt verlagern anlass grosser hall ausserhalb stadt bisschen teuer jedoch doppelt gross schildern kurz prazi auswirkung entscheidung folgend anspruchsgruppen stadt,2
1568,fGOVCloX4a9aTrgumPr7j5,nenn funf merkmal nachfolgend text textsort ansichtskart typisch kawai hallo jen fahrt quer kalifornie eindrucklich kustenlandschaft architektonischen highlight super fein fischgerichten geniesse unglaublich natur paradiesinseln hawaii schick viel sonnenstrahl westkust neblig st gallen davon mehr genug flurina,0
1569,BL-yVCqpqySWSjsmUX,umformung bzw losung gleichung falsch laufen erklar stichworten x quad bigg vern text beidseitig ziehen quadratwurzel x,3
1570,S2nZvDhpwL9DlFTzfgdHM,transformier folgend satz prateritum passiv alt mann lesen buch park,0
1571,5ZXPpryEqGVai0mZ5VElOm,erklar bildhaftigkeit fett gedruckt ausdruck hausmeist heut buro chef wagen hohl lowen,3
1572,5qOlhWHQ75m5KqkStROI4j,anton zeigen freundin julia buch neu kaufen julia sagen schnee gestern nennen sprachlich ausdruck julia verwenden meinen antwort satze,2
1573,9642xxXTRhQaFJyE1aplg1,translat thi sentenc into english homer arbeiten atomkraftwerk,3
1574,5H9ghslTUZdaueQUXo4myJ,folgend satz pronominal bezug eindeutig falsch formuli satz moglichst weniger anderung pronominal bezug deutlich frage ethisch betrachten anstand eigentlich selbstverstandlichkeit,2
1575,22ZzgIvC2dt99nzLjXKHQ0,markiert teilsatz pronominal bezug eindeutig formulier pronominal bezug deutlich niemand mensch wertvorstellung vorschreiben dennoch beeinflussen,0
1576,2MJzmUFic6j9jSRWXk2npZ,markieren ausdruck alliter stabreim beschreib rhetorisch figur folgend beispiel wirken macht aussag bushido song titel vergeben vergessen enthalt zeil vergeben vergessen madch besessen tran sprechen,2
1577,4JCjlNNI8799WjxKeKYbER,lesen bewertung vier punkt positiv,2
1578,7xmy0ni6bL06OP2x6ZWq5h,bilden folgend schnipsel vollstandig satz prasen agypt reise famili,0
1579,5DZhO6jtIJ07Z6WVsHDCGR,markieren ausdruck inhaltlich falsch ersetz passender vorbereitung laufen hochdruck,2
1580,arNMLZDFjIo5EvQ1IRFSND,wortzusammensetzung fahrzeug stehen deutsch reih ahnlich ausdruck feuerzeug werkzeug flugzeug spielzeug erklar bedeutung grundwort zeug,2
1581,9zDaHDQUR187Xx0MBNlxfg,wichtig mittel neu erkenntniss sachverhalt sprachlich bestehend mittel erfassen ubertragung eigentlich bedeutung ding bildlich vorstellen erklar ausdruck zermatt liegen fuss matterhorn eigentlich bedeutung fuss,3
1582,1qDmjytNLGY6kxhP3k2QZa,folgend textausschnitt spezialsprach verfassen erklar spezialsprach typisch paus einschalten gelten grundsatzlich arbeitszeit,0
1583,7I2oJDLGasYaBfhJ3trppm,nenn funf merkmal nachfolgend text textsort gesuch typisch,2
1584,8sm4Owyl0ZZajxg2Oy6WDn,bild aussage -- borkenkaferpopul wachst b waldsterbe nehmen kausal satzkonstrukt ursach wirkung,3
1585,fFvi5sqIAcbbXM6eGdl5E5,meinung auffalligst formal merkmal unten stehend textauszug unterdessen wurd stadt lissabon portug erdbeben zerstort siebenjahrig krieg vorub kaiser franz erst sterben polen wurd teilen kaiserin maria theresia sterben struense wurd hinrichten amerika wurd frei vereinigen franzosisch spanisch machen konnt gibraltar erober turken schließen gener stein veterani hohl ungarn kaiser joseph sterben konig gustav schweden erobern russisch finnland franzosisch revolut lang krieg fing kaiser leopold zweit grab england bombardiert kopenhagen ackerleut saet schnitt muller mahlen schmied hammert bergleut grub metallader unterirdisch werkstatt quell johann peter hebel unverhofft wiedersehen schatzkastlein rheinischen hausfreund,3
1586,9in2fLs3VGe9Zvm6kSCX0C,nenn mindest unerlasslich schritt grundung kapitalgesellschaft,2
1587,5zyluBdE0TG62OLAEBlZ0J,nenn beispiel wettbewerbsfahigkeit laut port gewinn unternehmen gefahrd konn,2
1588,7xEq6JQg3595JSy2FcVkK3,alexandra unternehmen ziel arbeitskosten kontrol halten gleichzeitig uberstund mitarbeit reduzier konn fuhrungskraft vorgehen optimal vergleich vorteil ziel anzustellen,2
1589,abIewLHhxwI88tnX3M0aXM,nenn geschaftsbereich beschaffungsstrategi roll spielen,0
1590,2HnBoVcp9Xt8NGpnWZ8SpL,vorteil bpr gegenub bpo,2
1591,5WoJOR3YzcT9To8HVeSMDX,gib beispiel notsitu innov fuhren,2
1592,88QAPR0DfbP9tafEd71RR1,element bestehen marktorientierung,3
1593,85A3sDlpOfbawcpIGWK7GH,zusatzlich p marketingmix,2
1594,UXytLE7BW37kxdIDbp8CC,markt unternehmen gleichzeitig sowohl nachfrag anbiet,2
1595,as9jGFnkjQi7WJuWpBPLzS,mensch lebensnotwendig element bargeld vergleichen,3
1596,8N1GWMl9OtP6ZOjREneuPh,zweck nossenschafen,2
1597,6R3aCBlxufe8FNJ7Cfea1R,wichtig element arbeitsvertrag,1
1598,9kAVFcceGyb8qfhmY01JAZ,gib beispiel nebenpunken vertrag,2
1599,9WOmZEGQSJQ8ZohzHPBjvZ,regel gelten erfullungsmodalitat vereinbaren wurd,2
1600,4CS3Ie6Lfpy7dybhXgHphl,passieren telefonanbiet alexandra vorschlagen richtig model zuruckzuschicken,2
1601,a92fwWLSwqG90Cr9fceuRW,gesetzlich frist widerrufsrecht kkg vorsehen,2
1602,6VVRdwaiD0x6QSP3sGGJNq,kategori leistungswirtschaftlich ziel befinden ziel zusammensetzung produkt verbessern,0
1603,ag6GDZAxa1u9l3g0aZzizY,nenn sozio demographisch merkmal b -- kunde beschreiben,3
1604,sDA2JGvjlk7cSK3H01oN8,bedeuten tiefstprei gestaltungsspielraum preisfestlegung,0
1605,9URzo0wpVy92ui0J03pm8,folgend satz pronominal bezug eindeutig falsch formuli satz moglichst weniger anderung pronominal bezug deutlich eltern spielen leben kind wichtig roll besond wichtig dabei zuneigung,0
1606,10baTFQBhcG7RdR0B4h3VV,busi engin umfasst ganzheitlich unternehmensmodellierung ebene,2
1607,2YZ9bVCWMAs6QgiLZBnIkc,bitt schreib richtig antwort individuell entwicklungsprozess mehrer phas festlegung entwicklungszielen legen folgend fest,2
1608,aXcVqnRVf1uamu64xA8yO2,bitt schreib richtig antwort julien muh sicher selbstbewusster eindruck hinterlassen dennoch spurt dementsprechend mitmensche wahrnehmen warum fall,2
1609,86zQqDEV2ok5vVuPeFXRB8,bitt antwort mithilf stichwort freud uberraschung arg angst worum handeln dabei,2
1610,372DbabsLUS6zqgKsx4cdL,bitt schreib richtig antwort stephan arbeiten renommiert unternehmen kurzlich erzahlen kolleginn unverhaltnismassig ermahnung vorgesetzt zweit mal tran buro kommen beschliesst vorgesetzt informieren repressalie riskiert eigenschaflt weisen stephan,3
1611,6HEOYZ9GLDb8wSVJg5jQjs,umsetzung vier etappe managementkreislauf setzen vorau auftragserteilung klar vollstandig fall mussen sech frage stellen davon wozu lauten funf,2
1612,2ur0zmGmPcw5RJP7vKgFwP,form coach,2
1613,6DFtlvEXItD87NAIddb3zH,deleg aufgabe mitarbeitend organisatorisch kongruenzprinzip nutzlich heisst akv prinzip wofur stehen buchstabe a k v,3
1614,9ZmFxs7IH6A5xQNeNxTL9B,gib beispiel werten gemass umfrage fuhrungsperson verkorpern sollen,2
