taskId,language,description,topic_id,word_count,sentence_count
2662,7T4zzb9joaoa1GlVUV5Hht,EN,proport world popul migrat intern migrat increa past year think share assess partner discuss possibl reason quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic,,76,10
2663,HB4NCmudnG7NCy4XgzVMd,EN,watch short clip social scientist hein de haa develop migrat past year outlin develop worldwid migrat quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic,,76,7
2664,7v6GoNFxSyy8okhHbzItPj,EN,explain outlook futur migrat danger peopl take eurocentr view migrat quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic,,70,7
2665,84CKKLa8AGa9iJPSt8t37l,EN,relev name take quot romeo juliet account name call rise word would smell sweet quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic,,74,10
2666,pePyxXrmSU7dUOSQ8j6ZZ,EN,survey text briefli state quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way stori goe never forgav,,137,20
2667,7DRWK4ZPFJCabiL91QLKJS,EN,describ esperanza relev name turn find question partner answer quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way,,138,20
2668,53KR9425p6I9u5BYkdlWsC,EN,illustr relationship great grandfath great grandmoth quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way stori goe never forgav,,139,20
2669,8rnixczosjF6Jo4jFlUrEC,EN,analys imag e g hor chandeli window cisnero extract quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way,,138,20
2670,8SFeZJsJNL39bHmPvBJhNs,EN,examin imag speaker liken quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way stori goe never forgav,,137,20
2671,8JWXODhCNxs8lzQUXq5Wyz,EN,analys structur poem contrast effect structur contrast quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way,,136,20
2672,2sN3OmRNH9LaUw0i4ozBWZ,EN,analys imag relat maya angel poem quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way stori goe never forgav,,139,20
2673,aau7PV9bo4L5Wy7N37rGqV,EN,might speaker experienc still rise infer speaker titl poem quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way,,138,20
2674,39xrrVS1BWxaLylaaWwiiC,EN,copi complet grid correspond word categori hope weak break hate shame pain rise notic regard word format noun verb adject antonym hope hope weak quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way stori goe never forgav,,157,20
2675,PKlo1mI1TB5ypN7rHCGFe,EN,brainstorm idea kind inform can not obtain studi dna quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way stori goe never forgav,,142,20
2676,4mCM4yHuc4s8V27Z2jBZ92,EN,find synonym excerpt follow word dictionari word know reserv infer without intent idea perman point defect excess extract dna test tell we racist look back regret take test confirm ancestri could guess even seriou privaci concern rais give genet code compani regret eas accept racist implic underli test desir understand dna dna ancestri test reduc cultur live experi long defin ethnic biolog racial signifi neither especi relev particularli accur join inadvert buy danger notion lie fundament blood put geni dna test back bottl instead allow cement racial way think test highlight meaningless genet ancestri compar mani factor shape experi commun exactli happen sen elizabeth warren releas dna test indic distant nativ american ancestri mani way warren flaw racist logic dna tester follow nativ american leader rightli push back time rest us peopl put undu weight find kit aaron freedman washington post quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope,,209,20
2677,5WP3Hu3XuN56yILh1zgAmP,EN,combin choic follow word phrase form mean colloc phrase translat racist logic danger buy put weight racial way think racist nativ american ancestri privaci quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way stori goe never forgav,,157,20
2678,ax2az6z4mKW9tbDHkNFxb9,EN,find correspond english express german phrase excerpt common legaci claim comprehens definit belong belong cultur heritag reliabl sourc ident cultur heritag human histori concept peoplehood belong group large extend famili hasbeen larg determin share cultur practic search religion custom languag polit institut even group claim common descent mytholog figur han chines blood relat remain small unverifi compon peoplehood capaci notion belong heritag live day day peopl need dna test identifi jew european ancestri alreadi know famili cultur religion judaism languag grandpar yiddish food grow noodl kugel almost sickli sweet casserol stori great grandpar flee pogrom learn murder sibl holocaust yet matter strong sen cultur heritag feel enough societi determin much base blood money connect assumpt charact cultur feel unreli narrat ident alon million peopl estim take genealog dna test answer goe back th th centuri european coloni slave trade birth modern concept race societi build genocid commit basi racial hierarchi becam imper racist prove biolog exist race race scienc emerg seek dislodg cultur heritag prime differ group peopl aryan becam synonym german exclud mani jewish slavic speaker languag graduat southern africa missionari academi face coloni societi black first christian second day measur forehead skull larg behind we race scienc new leas life scientist discov molecular structur dna dna test could reliabl prove patern late first direct consum genealog dna test bring market aaron freedman washington post quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live,,269,20
2679,3wzqwCcmMODaOoiDYVukUn,EN,evalu maya angel quot light black live matter movement may encount mani defeat must defeat quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way,,144,20
2680,3yF0LvThqMHactY069rEFZ,EN,discuss whether mentor result youth engag suggest quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way,,136,20
2681,3bRXNjHcH0AaEBFu1df6fm,EN,interpret illustr woman relat extract quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way stori goe never forgav,,138,20
2682,3MiM4MPsNLq8b2Mo6W8fcU,EN,recent year we grow polit interest among teenag young adult imagin want tell reader ye onlin magazin young german feel post comment onlin paper comment section inform provid articl deutschland jugend politisch wie nie explain young german voter chang polit landscap germani youth polit ever even th may everyon could guess mean short moment almost million peopl rais voic even european elect show young peopl interest world around loud turnout rise old parti observ horror approv valu fall bundni green triumph merit young voter parti germani well year old green new politic gener alreadi speak germani compar young savag germani question valu post war period similar year ago gener climat could also mix tradit polit oper creat new valu set agenda show home long time shell youth studi alreadi state compar percent young peopl alreadi declar polit interest young peopl power alli social network polit scientist founder polit podcast tanja hill influenc social media star normal creat polit content crucial gener still case activ procur inform year old polit strengthen young voic yet reach member young year find parti bundestag larg parti still awkward deal new forc influenc,,188,20
2683,1SMBXu35xvK7kfTyn4pajE,EN,articl mention germani posit exampl strong establish vocat train prepar short statement refer studi find german teenag podcast welch berufswunsch haben jugendlich sourc inform idea abi skill mediat class discuss whether find result germani surpris quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri,,161,20
2684,88Gde55fB4Z5CpHyLf6hBk,EN,listen us diplomat frank g wisner relationship china us illus warn us concret advic give deal china quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way,,146,20
2685,5RgzwRHzXhkazvyIr9KL4C,EN,american friend write assign societi chang media consumpt time crisi ask inform impact corona crisi medium consumpt germani first month pandem write email friend refer inform give interview statist fake news spread viru mirror mr professor schwab absurd fal report corona circul net constant drink water help infect pandem amaz mani peopl take bare coin schwab anyon believ secret fret exist ufo also trust cross grade guru claim youtub channel heal corona lie hand whole thing brown flower therapi unfortun case mirror peopl fall someth schwab among thing reliev effect stop air time someon exhal bad peopl realli think corona crisi stage inflat panic problem lot read hear medium everi day collid percept viru visibl peopl fall dead front door take look window earth flat idea round non trivial cognit perform believ scienc,,133,20
2686,3R6goWUWJ3y9giGmqY23Om,EN,english friend email must talk consequ brexit uk intern relat citizenship cour school ask describ germani attitud topic email friend outlin maa attitud futur relationship eu uk point letter citizen uk want close possibl partnership dear british keep calm carri hear murmur easi we stay respon british seren brexit german direct hurt european union lose million citizen strong economi global britain alway eu good pragmat toler humor even insist british special path pain leav european union day cour alway easi especi sinc brexit referendum hearti night session brussel almost endless parliamentari debat westminst increasingli desper oordeeer call mister speaker brexit sound far long punk rock hit youth stay cours thing chang relationship inevit becom loos non bind within eu loos hand germani want close possibl partnership great britain even tomorrow share contin european valu assert ever great resist world whether climat protect human right futur technolog question european secur continu play team day hear occasion great britain must punish upcom negoti leav european union think big mistak,,167,20
2726,aVFVLnduHv37MquiIxHvLg,EN,content belong klett und balmer verlag find inform product digion ch love edinburgh first visit edinburgh child parent sister think magic citi special atmospher small enough around easili feel lose big enough lot leave school decid univer good decis wonder time local realli friendli time even start understand edinburgh accent fact love edinburgh much stay univer first live work citi meet husband true scotsman move countrysid nearbi work home busi love drive citi weekend mini last week parent stay visit edinburgh castl scottish nation galleri day take child zoo anoth day take boat inchcolm abbey nearbi island day picnic lunch princ street garden love mani differ thing edinburgh citi realli becom home imagin move away answer question full sentenc carolin move edinburgh move edinburgh studi love citi,,127,19
2727,6MdqYZMjPq8a6NeB2N4LJC,EN,give pirrip father famili name author tombston sister mr joe gargeri marri blacksmith never father mother never either day long day photograph first fanci regard unreason deriv tombston name blacksmith wife,,31,3
2729,ahLol0lVZw87NPIk1FUn4t,EN,task christma theme show feedback tailor specif need late languag model check mainli concept puppi track merri christma inscript describ imag,,21,3
2730,fPo1uw3NMfa9LEhACWeGd,EN,content belong klett und balmer verlag find inform product digion ch love edinburgh first visit edinburgh child parent sister think magic citi special atmospher small enough around easili feel lose big enough lot leave school decid univer good decis wonder time local realli friendli time even start understand edinburgh accent fact love edinburgh much stay univer first live work citi meet husband true scotsman move countrysid nearbi work home busi love drive citi weekend mini last week parent stay visit edinburgh castl scottish nation galleri day take child zoo anoth day take boat inchcolm abbey nearbi island day picnic lunch princ street garden love mani differ thing edinburgh citi realli becom home imagin move away answer question full sentenc carolin move edinburgh move edinburgh studi love citi,,127,19
2732,ajWU8n8FLhYamLZ9dU1atY,EN,content belong klett balmer verlag find inform product digion ch love edinburgh visit edinburgh first time child parent sister think magic citi special atmospher small enough find way around feel lose big enough lot school decid studi good decis wonder time local realli friendli even start understand edinburg accent fact edinburgh much stay univer first live work citi meet husband real scotsman move close countri work home compani love town mini weekend parent visit last week visit edinburgh castl scottish nation galleri day zoo child anoth day take boat inchcolm abbey nearbi island day pick princ street garden think great mani differ thing edinburgh citi realli becom home imagin pull away answer question complet sentenc carolin move edinburgh move edinburgh studi love citi,,123,19
2736,1QwBvQqh2KM9ZSfIYPcGVc,EN,shop window cloth shop fanci g star jean chf want buy write chf think busi sell jean chf error recogniz peopl gener,4576.0,22,4
2737,4SmbfmLCI0b7zahWaudwL3,EN,shop window cloth shop fanci g star jean chf want buy write chf think busi sell jean chf error recogniz peopl w question demand,4576.0,24,5
2744,9Lo0DSVjE6679mt7AE6YoS,EN,translat follow sentenc english sit front comput,,7,1
2746,8tyeTa9qrrH94hC8IjghOk,EN,translat sentenc drink without alcohol,,5,1
2747,VOnvCYMdNe6nDEKzfBBYr,EN,translat follow sentenc english hous big,,6,1
2748,5oUQoH7HFks7PNZlPfqnsJ,EN,translat sentenc english sit front comput,,6,1
2749,14OS9eQKgfv63ZY7d5k4T8,EN,write sentenc past ten follow word yesterday tell stori,,9,2
2753,4Yj5r8sAdfT6z0ujr3WhSC,EN,six sentenc famili friend,,4,1
2789,9TuSZwcrJAN65leOc55ddq,EN,describ esperanza relev name turn find question partner answer quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way,,138,20
2790,7kfQxcEhCOr8wP9ZcZ6nIY,EN,color sun,,2,1
2807,86N2W8g6gwC8QiZyDI2BCM,EN,base knowledg inform give case studi letter shm presid growth studi letter shm presid growth strategi swiss hotel manag sa,,20,1
2811,YZmwYVgDVh7477b5QhfrW,EN,translat follow sentenc english hous big,,6,1
2813,15kxeWhEKDnaQToOCK9BR2,EN,write sentenc b exampl priscilla write short text english everi week,,11,2
2814,4sGPej6uKPP5wKus9TF8OX,EN,write keyword summari articl help tell stori,,7,1
2815,4SoK9JNTIY487QlTEdBLK5,EN,write short exampl sentenc question sentenc neg question,,8,3
2816,2eVgYZIzksr6mLoozqrBwk,EN,write short exampl sentenc question sentenc neg sentenc,,8,3
2817,9V2tJmWqyRe7HUepPXmjeq,EN,write short exampl sentenc question sentenc posit sentenc,,8,3
2818,aVueXyGrh7Y6yVh2pujEB0,EN,write short exampl sentenc question sentenc posit question,,8,3
2819,6f6eWYJq6Ly5RgdxmcB6z8,EN,yesterday last week write sentenc verb time,,7,3
2820,2Pp4PkI7NwM9sDo9IsGZ2r,EN,choo four peopl pictur guess yesterday write sentenc verb past form exampl student blue trouser cinema yesterday,,17,4
2821,ayPDzULzxzX9PnNAmfLy7l,EN,write short messag friend weekend follow question help eat,,9,4
2822,8W30GBA7jr9847v891jlvf,EN,choo question write translat,,4,1
2823,5zTLEKk7pNB5G6VFDEaV9Z,EN,situat question tag english discuss idea togeth note,,8,2
2824,BtlE2uJbuw5DhBy2yCw2l,EN,write similar dialogu tourist ask local question dialogu c model choo differ option place direct time cost green box,,19,2
2825,4G61g4usuZI7fqEkN7pkP7,EN,attract free visit,,3,2
2826,7tKMHdotv2k7XHbJItpSdc,EN,attract close christma day,,4,2
2827,8WT7noFtabBa7pTMTUzy0S,EN,attract indoor,,2,2
2828,7rYCHqM6wT35W1eFnKv0Rh,EN,attract give good view citi,,5,2
2829,d4KHviujcU87g0ZAISm0M,EN,attract tell histori edinburgh particular,,5,2
2831,2igZK8MO5QJ8pTM924Ss21,EN,complet rule regular verb,,4,1
2833,TKHY6wQA2Y9PedQhbhQ1Y,EN,jess hurt shoulder,,3,2
2834,2vWACixI7Wv8DxC9u3aeXR,EN,team sport,,2,2
2835,5Amm2v8zjNz7KXWSPKKKHM,EN,import championship jess win,,4,2
2836,5gAY30Y8LWV9hJKZ0o9204,EN,long unabl race,,3,2
2837,7tMnEzky24U9I9znLNd88c,EN,old john start climb,,4,2
2838,aRJbugYL0E794UZV9akNuu,EN,happen eig,,2,2
2839,5iFj7waajIL5Wh9Tz42L65,EN,far john fall mountain swiss border,,6,2
2840,2GIrJUbGTHq9GpuKLYsZMH,EN,countri would road trip,,4,2
2844,5GPvidVRBWv6dWGjTgqxXm,EN,togeth write short text answer follow question sport think excit downhil mountain bike climb,,14,3
2845,aUAq3nrHD5l8uSM5TuTw7T,EN,sport think risky danger downhil mountain bike climb,,8,2
2847,8cXo2Vo1zlb7BnXt9gc80b,EN,find name sport anoth languag french italian write textbox surf,,10,3
2848,4FJ5us79n3z8us7QEdoYtb,EN,find name sport anoth languag french italian write textbox tabl tenni,,11,3
2849,35GMcFoWUaH8roG9mEo8UG,EN,find name sport anoth languag french italian write textbox cycl,,10,3
2850,5X7qQEqIEAd7JxQPkUzKRB,EN,find name sport anoth languag french italian write textbox motorcycl,,10,3
2851,aX3RwOw7mRpatc0eaNLT2j,EN,find name sport anoth languag french italian write textbox box,,10,3
2852,49HRJOPlGfSaOPnUODyVQt,EN,find name sport anoth languag french italian write textbox ice hockey,,11,3
2853,3JEL79a0i1l7s9o5JZHwex,EN,find name sport anoth languag french italian write textbox tenni,,10,3
2854,1d03wM62F3y8d7O14JFPRw,EN,find name sport anoth languag french italian write textbox hor race,,11,3
2855,axOViULVkwP8IFDP4BZ5Jh,EN,find name sport anoth languag french italian write textbox fish,,10,3
2856,7iikEsmdAX99bvZnw3QRAj,EN,find name sport anoth languag french italian write textbox squash,,10,3
2857,2pNwele8EevaObiRob19dG,EN,find name sport anoth languag french italian write textbox ski,,10,3
2858,aGGhScfOR6z9MtkZl9jHkp,EN,find name sport anoth languag french italian write textbox golf,,10,3
2863,amRTbx39hn38nSsZKNDDD3,EN,jenni spend weekend edinburgh look plan trip read jenni diari correct textbox,,12,6
2914,1WqsPW7jykJ9fITByA9lHH,EN,plan first write short diari entri actual,,7,1
2918,5qsZ7cZHrnU9XwIGQhD1zc,EN,write sentenc bookcas room,5356.0,4,2
2938,aixWqrPsegk7zcydCoDqa9,EN,translat sentenc hen put egg almost everi day,,8,1
2939,8YOy4wzNcoq7Ir7g4SiDOP,EN,translat sentenc bread smell good,,5,1
2940,6dFUoJxXW9U9rTuOViqQxQ,EN,translat sentenc bread smell good,,5,1
2961,2E8yLurnmzv6My592MAYEn,EN,shape close open shape explain type answer,,7,3
2964,59OrB1jcV3v6oZ32Pn21af,EN,translat sentenc order beer,,4,1
3051,3qPZYTV0mOE5Al01JZhXBf,EN,translat sentenc banana yellow,,4,1
3052,jJhhh8leob5CjKlJJ3CX1,EN,translat sentenc banana yellow,,4,1
3079,X5AYpv07Jh8b65GeTqTKl,EN,class want week class trip end year look holiday photo discuss pro con partner agre kind holiday five minut take note first,,22,6
3080,4Pkqpn2i66A66Zo5Vpmepf,EN,photo cafe mysteri kitchen trainer sherlock run lead woof ark ark lead fall floor park clever dog sherlock ok let park play footbal sherlock love footbal lot cool trick hour hungri park cafe woman cafe polic offic woman upset mr abrihim look everi day food floor plea someth polic offic ye mr abrihim find burglar mr abrihim burglar want money miss polic offic hmmm well cafe mr abrihim idea,,69,20
3088,88uTpL8NbsA8ItamLmWQOl,EN,six sentenc famili friend brother sister mum dad friend friend watch play earli park shop cat dog spider garden plant room film video anim comput game footbal everi weekend weekend everi day,,32,2
3091,zhUY1CRUTt5J9eLf8anEr,EN,six sentenc famili friend brother sister mum dad friend friend watch play earli park shop cat dog spider garden plant room film video anim comput game footbal everi weekend weekend everi day,,32,2
3092,atOoDKljkeQ5MI1SEnEJSN,EN,give well advic friend parent give opinion,,7,2
3093,3mkboeyrKOC61fFrrPVHFp,EN,describ esperanza relev name turn find question partner answer quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic hous mango street name english name mean hope spanish mean mani letter mean sad mean wait number nine muddi color mexican record father play sunday morn shave song sob great grandmoth name mine hor woman bear chine year hor suppos bad luck bear femal think chine lie chine mexican woman strong great grandmoth would know wild hor woman wild marri great grandfath throw sack head carri fanci chandeli way,,138,20
3094,9FKeQbZKUpkasDUbCYYm3a,EN,mr abrihim would thank sherlock write thank card word design help cafe plea help food drink sherlock great dog thank cafe mysteri kitchen trainer sherlock run lead woof ark ark lead fall floor park clever dog sherlock ok let park play footbal sherlock love footbal lot cool trick hour hungri park cafe woman cafe polic offic woman upset mr abrihim look everi day food floor plea someth polic offic ye mr abrihim find burglar mr abrihim burglar want money miss polic offic hmmm well cafe,,85,20
3095,2ezJ24ksPkl5xccVpuBAag,EN,replac number complet newspap report thief polic find laptop thief yesterday break stole realli sorri polic give laptop back school find fand thief dieb give back gab zuruck polic find laptop thief yesterday mr miller break comput room friday steal laptop laptop comput lot realli sorri laptop polic give laptop back school school happi,,54,13
3096,4wepjjR1qol8ge0hyeFhmy,EN,answer elliot email hi elliot eleven student tt greenwich english math favourit subject tutor mr turner scienc teacher josh friend ms bashir english class fun easi bye elliot,,28,15
3097,MeWfnN21TD5MlRoHkOAH4,EN,choo person henri famili write least five sentenc henri person perspect cat life henri nice meet live lilli harper brother jack mum dad nice hous hous lot place sleep favourit place big bed lilli bed bed bed famili also sofa live room even harper feed clean litter tray everi day upset forget bad want play play stroke purr fect day often sleep must fit night nearli dark garden time watch bird,,71,20
3098,54yk3CYjufq5DW3Jm89h4k,EN,want tell english class video chat last excur note give back english famili visit big hype citi huge area neckar river mani peopl take dog us roller coaster great drive everyon realli fun famili visit big fairground town huge area neckar river lot peopl take dog us roller coaster great realli fun,,52,17
